Area,Floors,Bedrooms,Bathrooms,Price,Legal status_Sale contract,City_Bình Dương,City_Bình Thuận,City_Bắc Ninh,City_Cần Thơ,City_Hà Nội,City_Hưng Yên,City_Hải Phòng,City_Hồ Chí Minh,City_Khánh Hòa,City_Kiên Giang,City_Long An,City_Lâm Đồng,City_Other,City_Quảng Ninh,City_Thanh Hóa,City_Đà Nẵng,City_Đắk Lắk,City_Đồng Nai
90.0,3.0,4.0,5.0,8.5,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55.0,4.0,5.0,4.0,8.9,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
67.5,4.0,3.0,3.0,4.5,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
35.0,5.0,3.0,3.0,5.9,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
42.0,3.0,3.0,3.0,4.3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
75.0,3.0,4.0,3.0,6.7,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
100.0,4.0,4.0,4.0,6.5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
106.0,3.0,3.0,3.0,5.8,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
26.0,4.0,4.0,3.0,1.1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
63.2,4.0,5.0,4.0,6.4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
46.0,3.0,3.0,3.0,4.6,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
96.0,2.0,5.0,3.0,5.9,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
55.0,2.0,2.0,2.0,5.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
69.0,3.0,3.0,3.0,3.8,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
46.0,4.0,4.0,4.0,8.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
60.0,1.0,3.0,3.0,1.2,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
42.0,2.0,3.0,2.0,4.25,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
35.0,4.0,3.0,3.0,4.2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
78.0,5.0,7.0,5.0,9.3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
88.0,4.0,5.0,6.0,6.2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
98.0,5.0,9.0,7.0,8.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
94.0,3.0,3.0,3.0,3.8,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
47.1,2.0,3.0,2.0,5.4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
53.0,3.0,4.0,3.0,6.9,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
39.0,3.0,5.0,4.0,7.3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
72.0,1.0,3.0,2.0,5.75,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
33.6,4.0,4.0,4.0,4.85,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
37.0,6.0,3.0,4.0,6.38,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
75.0,3.0,4.0,4.0,9.8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
50.0,3.0,4.0,4.0,8.9,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
58.3,5.0,3.0,3.0,9.3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
114.0,3.0,3.0,3.0,7.18,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35.0,2.0,3.0,2.0,4.9,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
100.0,2.0,3.0,2.0,2.8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
50.0,1.0,3.0,1.0,4.9,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
28.0,4.0,3.0,3.0,4.75,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
75.0,5.0,3.0,3.0,8.5,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
85.0,3.0,4.0,3.0,2.1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
92.3,2.0,4.0,2.0,4.7,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
63.0,4.0,4.0,4.0,9.2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
28.0,4.0,3.0,2.0,7.5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
50.0,3.0,3.0,3.0,1.33,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
30.0,2.0,2.0,2.0,3.9,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
35.0,5.0,4.0,5.0,4.55,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
37.4,2.0,2.0,2.0,1.88,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
36.0,2.0,2.0,2.0,3.68,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
55.0,3.0,4.0,5.0,6.77,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
63.0,5.0,4.0,5.0,8.4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
40.0,6.0,3.0,7.0,7.35,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
50.0,5.0,6.0,5.0,8.2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
40.0,1.0,2.0,1.0,5.5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
52.0,4.0,4.0,4.0,4.6,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
105.0,4.0,6.0,6.0,5.6,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
30.5,5.0,3.0,4.0,6.4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
54.9,3.0,5.0,5.0,4.75,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
60.0,4.0,4.0,5.0,8.1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
105.0,4.0,6.0,6.0,5.6,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
45.0,3.0,3.0,3.0,2.8,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
35.0,5.0,3.0,3.0,3.6,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
60.0,3.0,4.0,3.0,6.8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
44.0,6.0,5.0,5.0,8.7,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
35.0,5.0,3.0,4.0,6.3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
96.0,3.0,3.0,3.0,9.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
89.0,1.0,3.0,2.0,1.25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
27.0,4.0,3.0,4.0,6.6,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
30.0,5.0,6.0,4.0,4.25,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
67.5,4.0,4.0,4.0,4.68,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
24.0,1.0,2.0,1.0,1.15,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
95.0,2.0,3.0,3.0,7.55,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
60.0,3.0,3.0,3.0,1.87,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
110.0,3.0,4.0,4.0,7.65,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
50.0,3.0,4.0,5.0,4.99,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
56.0,4.0,4.0,5.0,6.2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
64.0,4.0,4.0,5.0,7.5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
39.0,4.0,4.0,5.0,4.1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
111.0,3.0,4.0,4.0,6.76,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
40.0,6.0,8.0,8.0,6.98,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
80.0,3.0,3.0,3.0,6.1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
70.0,5.0,6.0,4.0,4.15,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
56.0,5.0,4.0,5.0,6.5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
67.5,4.0,3.0,3.0,4.6,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
44.0,4.0,3.0,3.0,5.95,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
45.0,3.0,4.0,3.0,2.48,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
58.0,5.0,4.0,4.0,7.9,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
39.0,7.0,3.0,3.0,9.7,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
52.0,3.0,3.0,3.0,4.5,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
61.0,3.0,3.0,3.0,6.5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
67.5,4.0,3.0,3.0,9.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
80.0,3.0,3.0,4.0,2.99,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
68.0,4.0,4.0,4.0,9.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
25.0,2.0,2.0,2.0,3.45,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
66.0,4.0,4.0,4.0,10.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
126.0,3.0,3.0,3.0,7.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
51.0,2.0,3.0,2.0,5.5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
95.0,3.0,4.0,5.0,5.5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
44.0,2.0,2.0,1.0,3.9,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
64.0,5.0,4.0,5.0,6.5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
52.5,2.0,2.0,2.0,5.75,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
90.0,2.0,3.0,3.0,4.7,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
136.6,3.0,3.0,3.0,4.8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
96.0,4.0,5.0,6.0,8.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
41.6,5.0,4.0,4.0,6.3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
79.0,4.0,4.0,6.0,7.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
100.0,3.0,3.0,3.0,3.55,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
97.9,3.0,4.0,3.0,4.5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
81.0,3.0,3.0,3.0,4.75,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
80.0,3.0,3.0,3.0,6.5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
41.0,4.0,4.0,5.0,6.75,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
27.0,5.0,2.0,3.0,5.5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
95.0,3.0,3.0,3.0,5.65,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
78.0,3.0,3.0,3.0,2.8,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
87.2,2.0,2.0,1.0,2.75,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
68.0,2.0,3.0,2.0,1.85,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
80.0,4.0,4.0,4.0,9.6,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
75.0,3.0,3.0,3.0,4.3,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
84.0,1.0,2.0,1.0,2.85,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28.0,4.0,2.0,3.0,5.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
52.0,5.0,3.0,3.0,8.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
35.0,5.0,4.0,3.0,5.04,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
78.0,3.0,3.0,4.0,8.69,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
41.0,2.0,2.0,2.0,2.2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
34.0,5.0,5.0,3.0,5.25,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
35.0,5.0,3.0,4.0,5.65,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
45.0,5.0,5.0,3.0,9.6,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
73.0,3.0,3.0,2.0,3.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
44.0,3.0,6.0,4.0,6.5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
125.0,1.0,1.0,1.0,6.79,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
35.0,5.0,4.0,3.0,3.95,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
61.0,3.0,3.0,3.0,7.8,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
58.0,4.0,3.0,3.0,6.5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
55.0,5.0,3.0,3.0,5.9,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
38.0,4.0,5.0,3.0,4.5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
61.0,2.0,1.0,1.0,4.05,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
38.0,5.0,3.0,4.0,8.3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
70.0,3.0,3.0,3.0,5.59,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
64.5,2.0,2.0,2.0,2.6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
30.0,5.0,3.0,3.0,5.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
53.0,4.0,5.0,5.0,5.9,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
31.0,5.0,3.0,3.0,2.25,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
78.5,3.0,3.0,3.0,7.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
65.0,4.0,5.0,5.0,7.68,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
56.0,6.0,3.0,3.0,8.6,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
79.0,2.0,4.0,4.0,5.4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
33.0,5.0,3.0,3.0,3.85,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
92.0,3.0,5.0,3.0,5.2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
67.5,4.0,4.0,4.0,4.6,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
90.0,3.0,3.0,3.0,9.3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
42.0,4.0,3.0,3.0,7.9,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
45.0,5.0,6.0,4.0,5.5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
60.0,5.0,9.0,9.0,10.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
77.0,3.0,4.0,5.0,3.1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
60.0,2.0,6.0,3.0,6.5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
32.0,5.0,3.0,4.0,4.4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
42.0,5.0,3.0,3.0,3.4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
33.0,5.0,3.0,3.0,4.55,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
35.0,5.0,3.0,4.0,4.6,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
35.0,4.0,3.0,3.0,4.65,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
36.0,2.0,2.0,2.0,3.9,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
32.0,2.0,2.0,3.0,2.35,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
38.0,5.0,4.0,4.0,4.8,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
45.0,3.0,5.0,4.0,9.3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
30.4,4.0,3.0,3.0,3.3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
50.0,5.0,5.0,5.0,6.15,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
64.0,2.0,2.0,2.0,8.9,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
62.0,5.0,5.0,6.0,7.2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
60.0,4.0,6.0,7.0,4.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
56.0,2.0,2.0,2.0,3.95,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
95.0,3.0,4.0,3.0,5.35,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
100.0,5.0,6.0,7.0,6.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
120.0,3.0,3.0,3.0,8.5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
55.0,4.0,4.0,4.0,5.8,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
59.1,3.0,3.0,3.0,6.5,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
89.3,3.0,3.0,2.0,7.95,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
38.0,3.0,3.0,3.0,3.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
48.0,3.0,3.0,3.0,6.5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
90.0,3.0,3.0,3.0,1.4,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
38.0,4.0,4.0,3.0,2.2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
41.5,4.0,3.0,3.0,5.2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
68.0,2.0,3.0,2.0,5.95,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
68.0,2.0,2.0,2.0,6.3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
52.0,4.0,4.0,4.0,5.85,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
58.0,3.0,3.0,3.0,3.95,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
38.0,3.0,2.0,2.0,3.5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
56.0,3.0,4.0,3.0,4.5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
40.0,3.0,4.0,3.0,2.2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
95.0,3.0,3.0,3.0,5.5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
96.0,3.0,3.0,3.0,1.5,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
63.0,4.0,5.0,4.0,7.8,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
35.0,5.0,4.0,3.0,3.45,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
20.0,4.0,2.0,3.0,3.6,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
69.4,2.0,3.0,2.0,4.7,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
86.4,1.0,2.0,1.0,7.7,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
59.5,5.0,4.0,4.0,7.95,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
67.5,4.0,4.0,4.0,4.9,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
38.0,4.0,4.0,3.0,4.3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
47.5,3.0,3.0,3.0,1.98,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
56.0,3.0,4.0,3.0,2.62,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
52.0,3.0,3.0,3.0,8.9,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
60.0,3.0,2.0,2.0,6.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
35.0,3.0,4.0,3.0,2.48,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
46.0,4.0,4.0,3.0,6.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
40.0,2.0,2.0,1.0,4.35,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
38.0,4.0,4.0,3.0,5.9,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
35.0,5.0,3.0,3.0,5.45,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
60.0,2.0,3.0,2.0,3.35,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
52.5,4.0,6.0,7.0,8.6,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
45.0,5.0,6.0,5.0,9.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
37.0,3.0,3.0,3.0,5.5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
42.0,5.0,8.0,8.0,6.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
50.0,5.0,4.0,4.0,7.4,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
61.7,3.0,3.0,3.0,5.8,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
100.0,5.0,5.0,5.0,10.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
50.0,2.0,2.0,2.0,3.49,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
68.0,2.0,2.0,2.0,6.2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
50.0,5.0,5.0,5.0,7.5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
32.0,3.0,4.0,3.0,2.48,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
30.0,3.0,4.0,3.0,6.9,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
102.0,2.0,2.0,1.0,7.5,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
45.0,5.0,3.0,3.0,9.3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
55.0,4.0,4.0,4.0,9.5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
70.0,5.0,5.0,4.0,6.85,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
62.5,5.0,4.0,4.0,7.4,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
75.0,4.0,4.0,3.0,9.5,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
35.0,4.0,3.0,4.0,6.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
38.0,4.0,4.0,3.0,5.64,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
40.0,4.0,4.0,3.0,5.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
65.0,4.0,4.0,4.0,9.3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
84.0,4.0,5.0,6.0,9.2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
20.0,2.0,2.0,1.0,1.27,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
43.0,6.0,3.0,4.0,8.25,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
53.0,1.0,2.0,2.0,3.85,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
55.0,1.0,3.0,3.0,2.6,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
96.8,3.0,3.0,3.0,9.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
38.4,3.0,4.0,3.0,3.6,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
78.0,5.0,4.0,4.0,9.2,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
40.0,5.0,3.0,4.0,5.75,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
50.0,2.0,2.0,2.0,4.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
